[2023-01-10 23:13:46,371] 19 root INFO This line will create the folder name as artifact in current directory with proper timestamp and date
[2023-01-10 23:13:46,371] 16 root INFO >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> Data Ingestion <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
[2023-01-10 23:13:46,372] 27 root INFO Exporting collection data as pandas dataframe
[2023-01-10 23:13:46,372] 21 root INFO Reading data from database: aps and collection: sensor
[2023-01-10 23:13:50,013] 23 root INFO Found columns: Index(['_id', 'class', 'aa_000', 'ab_000', 'ac_000', 'ad_000', 'ae_000',
       'af_000', 'ag_000', 'ag_001',
       ...
       'ee_002', 'ee_003', 'ee_004', 'ee_005', 'ee_006', 'ee_007', 'ee_008',
       'ee_009', 'ef_000', 'eg_000'],
      dtype='object', length=172)
[2023-01-10 23:13:50,014] 25 root INFO Dropping column: _id 
[2023-01-10 23:14:09,521] 79 root INFO Hypothesisag_006:float64, float64
[2023-01-10 23:14:09,532] 79 root INFO Hypothesisag_007:float64, float64
[2023-01-10 23:14:09,541] 79 root INFO Hypothesisag_008:float64, float64
[2023-01-10 23:14:09,550] 79 root INFO Hypothesisag_009:float64, float64
[2023-01-10 23:14:09,556] 79 root INFO Hypothesisah_000:float64, float64
[2023-01-10 23:14:09,567] 79 root INFO Hypothesisai_000:float64, float64
[2023-01-10 23:14:09,604] 79 root INFO Hypothesisaj_000:float64, float64
[2023-01-10 23:14:09,610] 79 root INFO Hypothesisak_000:float64, float64
[2023-01-10 23:14:09,647] 79 root INFO Hypothesisal_000:float64, float64
[2023-01-10 23:14:09,654] 79 root INFO Hypothesisam_0:float64, float64
[2023-01-10 23:14:09,661] 79 root INFO Hypothesisan_000:float64, float64
[2023-01-10 23:14:09,672] 79 root INFO Hypothesisao_000:float64, float64
[2023-01-10 23:14:09,682] 79 root INFO Hypothesisap_000:float64, float64
[2023-01-10 23:14:09,693] 79 root INFO Hypothesisaq_000:float64, float64
[2023-01-10 23:14:09,704] 79 root INFO Hypothesisar_000:float64, float64
[2023-01-10 23:14:09,740] 79 root INFO Hypothesisas_000:float64, float64
[2023-01-10 23:14:09,775] 79 root INFO Hypothesisat_000:float64, float64
[2023-01-10 23:14:09,812] 79 root INFO Hypothesisau_000:float64, float64
[2023-01-10 23:14:09,848] 79 root INFO Hypothesisav_000:float64, float64
[2023-01-10 23:14:09,856] 79 root INFO Hypothesisax_000:float64, float64
[2023-01-10 23:14:09,864] 79 root INFO Hypothesisay_000:float64, float64
[2023-01-10 23:14:09,900] 79 root INFO Hypothesisay_001:float64, float64
[2023-01-10 23:14:09,936] 79 root INFO Hypothesisay_002:float64, float64
[2023-01-10 23:14:09,972] 79 root INFO Hypothesisay_003:float64, float64
[2023-01-10 23:14:10,008] 79 root INFO Hypothesisay_004:float64, float64
[2023-01-10 23:14:10,044] 79 root INFO Hypothesisay_005:float64, float64
[2023-01-10 23:14:10,084] 79 root INFO Hypothesisay_006:float64, float64
[2023-01-10 23:14:10,094] 79 root INFO Hypothesisay_007:float64, float64
[2023-01-10 23:14:10,103] 79 root INFO Hypothesisay_008:float64, float64
[2023-01-10 23:14:10,114] 79 root INFO Hypothesisay_009:float64, float64
[2023-01-10 23:14:10,149] 79 root INFO Hypothesisaz_000:float64, float64
[2023-01-10 23:14:10,159] 79 root INFO Hypothesisaz_001:float64, float64
[2023-01-10 23:14:10,168] 79 root INFO Hypothesisaz_002:float64, float64
[2023-01-10 23:14:10,178] 79 root INFO Hypothesisaz_003:float64, float64
[2023-01-10 23:14:10,188] 79 root INFO Hypothesisaz_004:float64, float64
[2023-01-10 23:14:10,198] 79 root INFO Hypothesisaz_005:float64, float64
[2023-01-10 23:14:10,209] 79 root INFO Hypothesisaz_006:float64, float64
[2023-01-10 23:14:10,249] 79 root INFO Hypothesisaz_007:float64, float64
[2023-01-10 23:14:10,286] 79 root INFO Hypothesisaz_008:float64, float64
[2023-01-10 23:14:10,323] 79 root INFO Hypothesisaz_009:float64, float64
[2023-01-10 23:14:10,361] 79 root INFO Hypothesisba_000:float64, float64
[2023-01-10 23:14:10,373] 79 root INFO Hypothesisba_001:float64, float64
[2023-01-10 23:14:10,384] 79 root INFO Hypothesisba_002:float64, float64
[2023-01-10 23:14:10,395] 79 root INFO Hypothesisba_003:float64, float64
[2023-01-10 23:14:10,406] 79 root INFO Hypothesisba_004:float64, float64
[2023-01-10 23:14:10,416] 79 root INFO Hypothesisba_005:float64, float64
[2023-01-10 23:14:10,426] 79 root INFO Hypothesisba_006:float64, float64
[2023-01-10 23:14:10,436] 79 root INFO Hypothesisba_007:float64, float64
[2023-01-10 23:14:10,446] 79 root INFO Hypothesisba_008:float64, float64
[2023-01-10 23:14:10,486] 79 root INFO Hypothesisba_009:float64, float64
[2023-01-10 23:14:10,524] 79 root INFO Hypothesisbb_000:float64, float64
[2023-01-10 23:14:10,535] 79 root INFO Hypothesisbc_000:float64, float64
[2023-01-10 23:14:10,575] 79 root INFO Hypothesisbd_000:float64, float64
[2023-01-10 23:14:10,584] 79 root INFO Hypothesisbe_000:float64, float64
[2023-01-10 23:14:10,593] 79 root INFO Hypothesisbf_000:float64, float64
[2023-01-10 23:14:10,600] 79 root INFO Hypothesisbg_000:float64, float64
[2023-01-10 23:14:10,610] 79 root INFO Hypothesisbh_000:float64, float64
[2023-01-10 23:14:10,620] 79 root INFO Hypothesisbi_000:float64, float64
[2023-01-10 23:14:10,631] 79 root INFO Hypothesisbj_000:float64, float64
[2023-01-10 23:14:10,642] 79 root INFO Hypothesisbk_000:float64, float64
[2023-01-10 23:14:10,651] 79 root INFO Hypothesisbl_000:float64, float64
[2023-01-10 23:14:10,659] 79 root INFO Hypothesisbm_000:float64, float64
[2023-01-10 23:14:10,665] 79 root INFO Hypothesisbs_000:float64, float64
[2023-01-10 23:14:10,675] 79 root INFO Hypothesisbt_000:float64, float64
[2023-01-10 23:14:10,686] 79 root INFO Hypothesisbu_000:float64, float64
[2023-01-10 23:14:10,696] 79 root INFO Hypothesisbv_000:float64, float64
[2023-01-10 23:14:10,707] 79 root INFO Hypothesisbx_000:float64, float64
[2023-01-10 23:14:10,717] 79 root INFO Hypothesisby_000:float64, float64
[2023-01-10 23:14:10,727] 79 root INFO Hypothesisbz_000:float64, float64
[2023-01-10 23:14:10,737] 79 root INFO Hypothesisca_000:float64, float64
[2023-01-10 23:14:10,747] 79 root INFO Hypothesiscb_000:float64, float64
[2023-01-10 23:14:10,758] 79 root INFO Hypothesiscc_000:float64, float64
[2023-01-10 23:14:10,768] 79 root INFO Hypothesiscd_000:float64, float64
[2023-01-10 23:14:10,805] 79 root INFO Hypothesisce_000:float64, float64
[2023-01-10 23:14:10,815] 79 root INFO Hypothesiscf_000:float64, float64
[2023-01-10 23:14:10,821] 79 root INFO Hypothesiscg_000:float64, float64
[2023-01-10 23:14:10,828] 79 root INFO Hypothesisch_000:float64, float64
[2023-01-10 23:14:10,867] 79 root INFO Hypothesisci_000:float64, float64
[2023-01-10 23:14:10,878] 79 root INFO Hypothesiscj_000:float64, float64
[2023-01-10 23:14:10,915] 79 root INFO Hypothesisck_000:float64, float64
[2023-01-10 23:14:10,926] 79 root INFO Hypothesiscl_000:float64, float64
[2023-01-10 23:14:10,932] 79 root INFO Hypothesiscm_000:float64, float64
[2023-01-10 23:14:10,939] 79 root INFO Hypothesiscn_000:float64, float64
[2023-01-10 23:14:10,975] 79 root INFO Hypothesiscn_001:float64, float64
[2023-01-10 23:14:11,013] 79 root INFO Hypothesiscn_002:float64, float64
[2023-01-10 23:14:11,022] 79 root INFO Hypothesiscn_003:float64, float64
[2023-01-10 23:14:11,033] 79 root INFO Hypothesiscn_004:float64, float64
[2023-01-10 23:14:11,044] 79 root INFO Hypothesiscn_005:float64, float64
[2023-01-10 23:14:11,054] 79 root INFO Hypothesiscn_006:float64, float64
[2023-01-10 23:14:11,065] 79 root INFO Hypothesiscn_007:float64, float64
[2023-01-10 23:14:11,075] 79 root INFO Hypothesiscn_008:float64, float64
[2023-01-10 23:14:11,085] 79 root INFO Hypothesiscn_009:float64, float64
[2023-01-10 23:14:11,124] 79 root INFO Hypothesisco_000:float64, float64
[2023-01-10 23:14:11,131] 79 root INFO Hypothesiscp_000:float64, float64
[2023-01-10 23:14:11,170] 79 root INFO Hypothesiscq_000:float64, float64
[2023-01-10 23:14:11,181] 79 root INFO Hypothesiscs_000:float64, float64
[2023-01-10 23:14:11,191] 79 root INFO Hypothesiscs_001:float64, float64
[2023-01-10 23:14:11,200] 79 root INFO Hypothesiscs_002:float64, float64
[2023-01-10 23:14:11,210] 79 root INFO Hypothesiscs_003:float64, float64
[2023-01-10 23:14:11,220] 79 root INFO Hypothesiscs_004:float64, float64
[2023-01-10 23:14:11,231] 79 root INFO Hypothesiscs_005:float64, float64
[2023-01-10 23:14:11,241] 79 root INFO Hypothesiscs_006:float64, float64
[2023-01-10 23:14:11,252] 79 root INFO Hypothesiscs_007:float64, float64
[2023-01-10 23:14:11,262] 79 root INFO Hypothesiscs_008:float64, float64
[2023-01-10 23:14:11,301] 79 root INFO Hypothesiscs_009:float64, float64
[2023-01-10 23:14:11,338] 79 root INFO Hypothesisct_000:float64, float64
[2023-01-10 23:14:11,345] 79 root INFO Hypothesiscu_000:float64, float64
[2023-01-10 23:14:11,354] 79 root INFO Hypothesiscv_000:float64, float64
[2023-01-10 23:14:11,363] 79 root INFO Hypothesiscx_000:float64, float64
[2023-01-10 23:14:11,372] 79 root INFO Hypothesiscy_000:float64, float64
[2023-01-10 23:14:11,377] 79 root INFO Hypothesiscz_000:float64, float64
[2023-01-10 23:14:11,386] 79 root INFO Hypothesisda_000:float64, float64
[2023-01-10 23:14:11,391] 79 root INFO Hypothesisdb_000:float64, float64
[2023-01-10 23:14:11,397] 79 root INFO Hypothesisdc_000:float64, float64
[2023-01-10 23:14:11,407] 79 root INFO Hypothesisdd_000:float64, float64
[2023-01-10 23:14:11,417] 79 root INFO Hypothesisde_000:float64, float64
[2023-01-10 23:14:11,425] 79 root INFO Hypothesisdf_000:float64, float64
[2023-01-10 23:14:11,463] 79 root INFO Hypothesisdg_000:float64, float64
[2023-01-10 23:14:11,499] 79 root INFO Hypothesisdh_000:float64, float64
[2023-01-10 23:14:11,505] 79 root INFO Hypothesisdi_000:float64, float64
[2023-01-10 23:14:11,543] 79 root INFO Hypothesisdj_000:float64, float64
[2023-01-10 23:14:11,579] 79 root INFO Hypothesisdk_000:float64, float64
[2023-01-10 23:14:11,615] 79 root INFO Hypothesisdl_000:float64, float64
[2023-01-10 23:14:11,651] 79 root INFO Hypothesisdm_000:float64, float64
[2023-01-10 23:14:11,687] 79 root INFO Hypothesisdn_000:float64, float64
[2023-01-10 23:14:11,697] 79 root INFO Hypothesisdo_000:float64, float64
[2023-01-10 23:14:11,707] 79 root INFO Hypothesisdp_000:float64, float64
[2023-01-10 23:14:11,716] 79 root INFO Hypothesisdq_000:float64, float64
[2023-01-10 23:14:11,754] 79 root INFO Hypothesisdr_000:float64, float64
[2023-01-10 23:14:11,796] 79 root INFO Hypothesisds_000:float64, float64
[2023-01-10 23:14:11,807] 79 root INFO Hypothesisdt_000:float64, float64
[2023-01-10 23:14:11,818] 79 root INFO Hypothesisdu_000:float64, float64
[2023-01-10 23:14:11,828] 79 root INFO Hypothesisdv_000:float64, float64
[2023-01-10 23:14:11,838] 79 root INFO Hypothesisdx_000:float64, float64
[2023-01-10 23:14:11,877] 79 root INFO Hypothesisdy_000:float64, float64
[2023-01-10 23:14:11,916] 79 root INFO Hypothesisdz_000:float64, float64
[2023-01-10 23:14:11,952] 79 root INFO Hypothesisea_000:float64, float64
[2023-01-10 23:14:11,988] 79 root INFO Hypothesiseb_000:float64, float64
[2023-01-10 23:14:11,997] 79 root INFO Hypothesisec_00:float64, float64
[2023-01-10 23:14:12,007] 79 root INFO Hypothesised_000:float64, float64
[2023-01-10 23:14:12,016] 79 root INFO Hypothesisee_000:float64, float64
[2023-01-10 23:14:12,027] 79 root INFO Hypothesisee_001:float64, float64
[2023-01-10 23:14:12,037] 79 root INFO Hypothesisee_002:float64, float64
[2023-01-10 23:14:12,048] 79 root INFO Hypothesisee_003:float64, float64
[2023-01-10 23:14:12,058] 79 root INFO Hypothesisee_004:float64, float64
[2023-01-10 23:14:12,069] 79 root INFO Hypothesisee_005:float64, float64
[2023-01-10 23:14:12,079] 79 root INFO Hypothesisee_006:float64, float64
[2023-01-10 23:14:12,089] 79 root INFO Hypothesisee_007:float64, float64
[2023-01-10 23:14:12,099] 79 root INFO Hypothesisee_008:float64, float64
[2023-01-10 23:14:12,108] 79 root INFO Hypothesisee_009:float64, float64
[2023-01-10 23:14:12,115] 79 root INFO Hypothesisef_000:float64, float64
[2023-01-10 23:14:12,151] 79 root INFO Hypothesiseg_000:float64, float64
[2023-01-10 23:14:12,186] 132 root INFO As all column are available in test df hence detecting data drift
[2023-01-10 23:14:12,187] 79 root INFO Hypothesisclass:object, object
[2023-01-10 23:14:12,261] 79 root INFO Hypothesisaa_000:float64, float64
[2023-01-10 23:14:12,268] 79 root INFO Hypothesisac_000:float64, float64
[2023-01-10 23:14:12,274] 79 root INFO Hypothesisad_000:float64, float64
[2023-01-10 23:14:12,279] 79 root INFO Hypothesisae_000:float64, float64
[2023-01-10 23:14:12,294] 79 root INFO Hypothesisaf_000:float64, float64
[2023-01-10 23:14:12,309] 79 root INFO Hypothesisag_000:float64, float64
[2023-01-10 23:14:12,324] 79 root INFO Hypothesisag_001:float64, float64
[2023-01-10 23:14:12,339] 79 root INFO Hypothesisag_002:float64, float64
[2023-01-10 23:14:12,343] 79 root INFO Hypothesisag_003:float64, float64
[2023-01-10 23:14:12,347] 79 root INFO Hypothesisag_004:float64, float64
[2023-01-10 23:14:12,354] 79 root INFO Hypothesisag_005:float64, float64
[2023-01-10 23:14:12,361] 79 root INFO Hypothesisag_006:float64, float64
[2023-01-10 23:14:12,368] 79 root INFO Hypothesisag_007:float64, float64
[2023-01-10 23:14:12,374] 79 root INFO Hypothesisag_008:float64, float64
[2023-01-10 23:14:12,380] 79 root INFO Hypothesisag_009:float64, float64
[2023-01-10 23:14:12,385] 79 root INFO Hypothesisah_000:float64, float64
[2023-01-10 23:14:12,392] 79 root INFO Hypothesisai_000:float64, float64
[2023-01-10 23:14:12,395] 79 root INFO Hypothesisaj_000:float64, float64
[2023-01-10 23:14:12,399] 79 root INFO Hypothesisak_000:float64, float64
[2023-01-10 23:14:12,402] 79 root INFO Hypothesisal_000:float64, float64
[2023-01-10 23:14:12,407] 79 root INFO Hypothesisam_0:float64, float64
[2023-01-10 23:14:12,412] 79 root INFO Hypothesisan_000:float64, float64
[2023-01-10 23:14:12,419] 79 root INFO Hypothesisao_000:float64, float64
[2023-01-10 23:14:12,426] 79 root INFO Hypothesisap_000:float64, float64
[2023-01-10 23:14:12,433] 79 root INFO Hypothesisaq_000:float64, float64
[2023-01-10 23:14:12,440] 79 root INFO Hypothesisar_000:float64, float64
[2023-01-10 23:14:12,456] 79 root INFO Hypothesisas_000:float64, float64
[2023-01-10 23:14:12,471] 79 root INFO Hypothesisat_000:float64, float64
[2023-01-10 23:14:12,487] 79 root INFO Hypothesisau_000:float64, float64
[2023-01-10 23:14:12,502] 79 root INFO Hypothesisav_000:float64, float64
[2023-01-10 23:14:12,509] 79 root INFO Hypothesisax_000:float64, float64
[2023-01-10 23:14:12,515] 79 root INFO Hypothesisay_000:float64, float64
[2023-01-10 23:14:12,530] 79 root INFO Hypothesisay_001:float64, float64
[2023-01-10 23:14:12,546] 79 root INFO Hypothesisay_002:float64, float64
[2023-01-10 23:14:12,561] 79 root INFO Hypothesisay_003:float64, float64
[2023-01-10 23:14:12,576] 79 root INFO Hypothesisay_004:float64, float64
[2023-01-10 23:14:12,592] 79 root INFO Hypothesisay_005:float64, float64
[2023-01-10 23:14:12,597] 79 root INFO Hypothesisay_006:float64, float64
[2023-01-10 23:14:12,603] 79 root INFO Hypothesisay_007:float64, float64
[2023-01-10 23:14:12,610] 79 root INFO Hypothesisay_008:float64, float64
[2023-01-10 23:14:12,617] 79 root INFO Hypothesisay_009:float64, float64
[2023-01-10 23:14:12,632] 79 root INFO Hypothesisaz_000:float64, float64
[2023-01-10 23:14:12,638] 79 root INFO Hypothesisaz_001:float64, float64
[2023-01-10 23:14:12,645] 79 root INFO Hypothesisaz_002:float64, float64
[2023-01-10 23:14:12,651] 79 root INFO Hypothesisaz_003:float64, float64
[2023-01-10 23:14:12,658] 79 root INFO Hypothesisaz_004:float64, float64
[2023-01-10 23:14:12,665] 79 root INFO Hypothesisaz_005:float64, float64
[2023-01-10 23:14:12,672] 79 root INFO Hypothesisaz_006:float64, float64
[2023-01-10 23:14:12,678] 79 root INFO Hypothesisaz_007:float64, float64
[2023-01-10 23:14:12,682] 79 root INFO Hypothesisaz_008:float64, float64
[2023-01-10 23:14:12,698] 79 root INFO Hypothesisaz_009:float64, float64
[2023-01-10 23:14:12,714] 79 root INFO Hypothesisba_000:float64, float64
[2023-01-10 23:14:12,721] 79 root INFO Hypothesisba_001:float64, float64
[2023-01-10 23:14:12,728] 79 root INFO Hypothesisba_002:float64, float64
[2023-01-10 23:14:12,736] 79 root INFO Hypothesisba_003:float64, float64
[2023-01-10 23:14:12,742] 79 root INFO Hypothesisba_004:float64, float64
[2023-01-10 23:14:12,749] 79 root INFO Hypothesisba_005:float64, float64
[2023-01-10 23:14:12,756] 79 root INFO Hypothesisba_006:float64, float64
[2023-01-10 23:14:12,763] 79 root INFO Hypothesisba_007:float64, float64
[2023-01-10 23:14:12,769] 79 root INFO Hypothesisba_008:float64, float64
[2023-01-10 23:14:12,775] 79 root INFO Hypothesisba_009:float64, float64
[2023-01-10 23:14:12,779] 79 root INFO Hypothesisbb_000:float64, float64
[2023-01-10 23:14:12,786] 79 root INFO Hypothesisbc_000:float64, float64
[2023-01-10 23:14:12,791] 79 root INFO Hypothesisbd_000:float64, float64
[2023-01-10 23:14:12,797] 79 root INFO Hypothesisbe_000:float64, float64
[2023-01-10 23:14:12,803] 79 root INFO Hypothesisbf_000:float64, float64
[2023-01-10 23:14:12,808] 79 root INFO Hypothesisbg_000:float64, float64
[2023-01-10 23:14:12,815] 79 root INFO Hypothesisbh_000:float64, float64
[2023-01-10 23:14:12,821] 79 root INFO Hypothesisbi_000:float64, float64
[2023-01-10 23:14:12,829] 79 root INFO Hypothesisbj_000:float64, float64
[2023-01-10 23:14:12,836] 79 root INFO Hypothesisbk_000:float64, float64
[2023-01-10 23:14:12,842] 79 root INFO Hypothesisbl_000:float64, float64
[2023-01-10 23:14:12,847] 79 root INFO Hypothesisbm_000:float64, float64
[2023-01-10 23:14:12,851] 79 root INFO Hypothesisbs_000:float64, float64
[2023-01-10 23:14:12,858] 79 root INFO Hypothesisbt_000:float64, float64
[2023-01-10 23:14:12,866] 79 root INFO Hypothesisbu_000:float64, float64
[2023-01-10 23:14:12,872] 79 root INFO Hypothesisbv_000:float64, float64
[2023-01-10 23:14:12,879] 79 root INFO Hypothesisbx_000:float64, float64
[2023-01-10 23:14:12,887] 79 root INFO Hypothesisby_000:float64, float64
[2023-01-10 23:14:12,894] 79 root INFO Hypothesisbz_000:float64, float64
[2023-01-10 23:14:12,900] 79 root INFO Hypothesisca_000:float64, float64
[2023-01-10 23:14:12,907] 79 root INFO Hypothesiscb_000:float64, float64
[2023-01-10 23:14:12,914] 79 root INFO Hypothesiscc_000:float64, float64
[2023-01-10 23:14:12,921] 79 root INFO Hypothesiscd_000:float64, float64
[2023-01-10 23:14:12,936] 79 root INFO Hypothesisce_000:float64, float64
[2023-01-10 23:14:12,942] 79 root INFO Hypothesiscf_000:float64, float64
[2023-01-10 23:14:12,946] 79 root INFO Hypothesiscg_000:float64, float64
[2023-01-10 23:14:12,951] 79 root INFO Hypothesisch_000:float64, float64
[2023-01-10 23:14:12,955] 79 root INFO Hypothesisci_000:float64, float64
[2023-01-10 23:14:12,962] 79 root INFO Hypothesiscj_000:float64, float64
[2023-01-10 23:14:12,966] 79 root INFO Hypothesisck_000:float64, float64
[2023-01-10 23:14:12,973] 79 root INFO Hypothesiscl_000:float64, float64
[2023-01-10 23:14:12,977] 79 root INFO Hypothesiscm_000:float64, float64
[2023-01-10 23:14:12,982] 79 root INFO Hypothesiscn_000:float64, float64
[2023-01-10 23:14:12,997] 79 root INFO Hypothesiscn_001:float64, float64
[2023-01-10 23:14:13,001] 79 root INFO Hypothesiscn_002:float64, float64
[2023-01-10 23:14:13,007] 79 root INFO Hypothesiscn_003:float64, float64
[2023-01-10 23:14:13,013] 79 root INFO Hypothesiscn_004:float64, float64
[2023-01-10 23:14:13,021] 79 root INFO Hypothesiscn_005:float64, float64
[2023-01-10 23:14:13,028] 79 root INFO Hypothesiscn_006:float64, float64
[2023-01-10 23:14:13,034] 79 root INFO Hypothesiscn_007:float64, float64
[2023-01-10 23:14:13,041] 79 root INFO Hypothesiscn_008:float64, float64
[2023-01-10 23:14:13,047] 79 root INFO Hypothesiscn_009:float64, float64
[2023-01-10 23:14:13,052] 79 root INFO Hypothesisco_000:float64, float64
[2023-01-10 23:14:13,057] 79 root INFO Hypothesiscp_000:float64, float64
[2023-01-10 23:14:13,062] 79 root INFO Hypothesiscq_000:float64, float64
[2023-01-10 23:14:13,069] 79 root INFO Hypothesiscs_000:float64, float64
[2023-01-10 23:14:13,076] 79 root INFO Hypothesiscs_001:float64, float64
[2023-01-10 23:14:13,082] 79 root INFO Hypothesiscs_002:float64, float64
[2023-01-10 23:14:13,088] 79 root INFO Hypothesiscs_003:float64, float64
[2023-01-10 23:14:13,095] 79 root INFO Hypothesiscs_004:float64, float64
[2023-01-10 23:14:13,102] 79 root INFO Hypothesiscs_005:float64, float64
[2023-01-10 23:14:13,109] 79 root INFO Hypothesiscs_006:float64, float64
[2023-01-10 23:14:13,116] 79 root INFO Hypothesiscs_007:float64, float64
[2023-01-10 23:14:13,123] 79 root INFO Hypothesiscs_008:float64, float64
[2023-01-10 23:14:13,129] 79 root INFO Hypothesiscs_009:float64, float64
[2023-01-10 23:14:13,144] 79 root INFO Hypothesisct_000:float64, float64
[2023-01-10 23:14:13,149] 79 root INFO Hypothesiscu_000:float64, float64
[2023-01-10 23:14:13,155] 79 root INFO Hypothesiscv_000:float64, float64
[2023-01-10 23:14:13,161] 79 root INFO Hypothesiscx_000:float64, float64
[2023-01-10 23:14:13,167] 79 root INFO Hypothesiscy_000:float64, float64
[2023-01-10 23:14:13,171] 79 root INFO Hypothesiscz_000:float64, float64
[2023-01-10 23:14:13,176] 79 root INFO Hypothesisda_000:float64, float64
[2023-01-10 23:14:13,180] 79 root INFO Hypothesisdb_000:float64, float64
[2023-01-10 23:14:13,184] 79 root INFO Hypothesisdc_000:float64, float64
[2023-01-10 23:14:13,191] 79 root INFO Hypothesisdd_000:float64, float64
[2023-01-10 23:14:13,197] 79 root INFO Hypothesisde_000:float64, float64
[2023-01-10 23:14:13,203] 79 root INFO Hypothesisdf_000:float64, float64
[2023-01-10 23:14:13,207] 79 root INFO Hypothesisdg_000:float64, float64
[2023-01-10 23:14:13,210] 79 root INFO Hypothesisdh_000:float64, float64
[2023-01-10 23:14:13,213] 79 root INFO Hypothesisdi_000:float64, float64
[2023-01-10 23:14:13,218] 79 root INFO Hypothesisdj_000:float64, float64
[2023-01-10 23:14:13,233] 79 root INFO Hypothesisdk_000:float64, float64
[2023-01-10 23:14:13,236] 79 root INFO Hypothesisdl_000:float64, float64
[2023-01-10 23:14:13,255] 79 root INFO Hypothesisdm_000:float64, float64
[2023-01-10 23:14:13,271] 79 root INFO Hypothesisdn_000:float64, float64
[2023-01-10 23:14:13,278] 79 root INFO Hypothesisdo_000:float64, float64
[2023-01-10 23:14:13,284] 79 root INFO Hypothesisdp_000:float64, float64
[2023-01-10 23:14:13,291] 79 root INFO Hypothesisdq_000:float64, float64
[2023-01-10 23:14:13,295] 79 root INFO Hypothesisdr_000:float64, float64
[2023-01-10 23:14:13,299] 79 root INFO Hypothesisds_000:float64, float64
[2023-01-10 23:14:13,306] 79 root INFO Hypothesisdt_000:float64, float64
[2023-01-10 23:14:13,313] 79 root INFO Hypothesisdu_000:float64, float64
[2023-01-10 23:14:13,319] 79 root INFO Hypothesisdv_000:float64, float64
[2023-01-10 23:14:13,326] 79 root INFO Hypothesisdx_000:float64, float64
[2023-01-10 23:14:13,331] 79 root INFO Hypothesisdy_000:float64, float64
[2023-01-10 23:14:13,335] 79 root INFO Hypothesisdz_000:float64, float64
[2023-01-10 23:14:13,351] 79 root INFO Hypothesisea_000:float64, float64
[2023-01-10 23:14:13,366] 79 root INFO Hypothesiseb_000:float64, float64
